STOP_ID,STOP_NAME,TOWN,TOWN_ID,ROUTE,SEQUENCE,LATITUDE,LONGITUDE
8244,Cambridge Rd @ S Bedford Rd,WOBURN,347,354,6,42.4798579277869,-71.185267370548
4534,Western Ave @ Tracy Ave,LYNN,163,424,30,42.4798999426454,-70.9463570828229
49839,Central St @ Montvale Ave,WOBURN,347,354,37,42.4799630414138,-71.1240847494042
4862,Humphrey St @ Stanley Rd,SWAMPSCOTT,291,448,29,42.4801217864959,-70.8899012197695
49916,60 Montvale Ave,WOBURN,347,354,59,42.4801430764123,-71.1480741620354
7296,Chestnut St @ Boston St,LYNN,163,434,37,42.4803438844365,-70.9551364292925
4875,Opp 383 Paradise Rd,SWAMPSCOTT,291,448,39,42.4805904251135,-70.9038117361229
6130,Essex St @ Stetson Ave,SWAMPSCOTT,291,459,34,42.4806026238574,-70.9152226510879
49827,Montvale Ave @ Fairmount St,WOBURN,347,354,23,42.4806660996256,-71.1470822497866
16901,Van De Graff Dr,BURLINGTON,48,354,1,42.4808910688031,-71.1994673033833
16901,Van De Graff Dr,BURLINGTON,48,354,79,42.4808920688031,-71.1994673033833
4535,Western Ave @ Chatham St,LYNN,163,424,31,42.481037646815,-70.9452796382634
7256,Broadway @ Carter Rd,LYNN,163,434,98,42.4810531346568,-70.9557281492288
7218,Eastern Ave @ Oakwood Ave,LYNN,163,424,36,42.4811164086692,-70.9360752863581
1688,Cambridge St @ Ray Ave,BURLINGTON,48,354,76,42.4811601541126,-71.1865899924591
4861,Humphrey St @ Crossman Ave,SWAMPSCOTT,291,448,28,42.4812726977545,-70.8895516649929
49903,42 Central St,WOBURN,347,354,46,42.4813500022335,-71.1235327475184
8243,Cambridge St opp Ray Ave,BURLINGTON,48,354,5,42.4814212908756,-71.1868207321728
49915,108 Montvale Ave,WOBURN,347,354,58,42.4814534677129,-71.1446173271094
4874,Paradise Rd @ Swampscott Mall,SWAMPSCOTT,291,448,38,42.4814727634246,-70.9027979082757
49828,Montvale Ave @ Eastern Ave,WOBURN,347,354,24,42.4814928943613,-71.1443129235229
7295,Broadway opp Virginia Terr,LYNN,163,434,36,42.4816626024217,-70.956205861307
14868,Salem St @ Tedesco Golf Course,SWAMPSCOTT,291,448,33,42.4816960810506,-70.8973591463652
16881,26 Cambridge St @ Cafe Escadrille,BURLINGTON,48,354,77,42.4819161398791,-71.1873338502243
6153,Essex St @ Eastman Ave,SWAMPSCOTT,291,459,138,42.482059534584,-70.9142296561372
14860,Humphrey St @ Winthrop Ave,MARBLEHEAD,168,448,27,42.4821442316032,-70.8891730422068
4873,500 Paradise Rd,SWAMPSCOTT,291,448,37,42.4821676766237,-70.9019660527358
4982,Bow St @ Montvale Ave,WOBURN,347,354,25,42.4822068790021,-71.140767793371
6129,Opp 399 Essex St,SWAMPSCOTT,291,459,33,42.4822174001665,-70.9140706464775
4536,Western Ave @ Lloyd Terr,LYNN,163,424,32,42.4824615338476,-70.9439216681112
7258,Broadway opp Hudson St,LYNN,163,434,100,42.4824786266583,-70.956863232847
7217,Eastern Ave @ Glenwood St,LYNN,163,424,35,42.4825311423998,-70.9381620869156
8242,Cambridge St @ Lincoln Knoll Ln,BURLINGTON,48,354,4,42.4825928605874,-71.1880841804458
4869,Opp 212 Salem St,SWAMPSCOTT,291,448,34,42.4826016160357,-70.8981144196912
7294,Broadway @ Hudson St,LYNN,163,434,35,42.4826262897454,-70.9570269357654
1689,Cambridge St opp Lincoln Knoll Ln,BURLINGTON,48,354,78,42.4827768048231,-71.1882971210112
6154,Essex St @ Alvin Rd,SWAMPSCOTT,291,459,139,42.4828151856973,-70.9122695449641
18253,Van De Graaff Dr @ Hyatt,BURLINGTON,48,354,2,42.4829755642388,-71.1965391882184
6128,Essex St opp Ryan Pl,SWAMPSCOTT,291,459,32,42.4830199794471,-70.9113110864097
49838,Central St @ Pine St,WOBURN,347,354,36,42.483235221479,-71.1228142663617
4860,Humphrey St @ West St,MARBLEHEAD,168,448,26,42.4834060641523,-70.8881975015952
7216,Waitt Ave @ Eastern Ave,LYNN,163,424,34,42.4835422543769,-70.9397211549866
7293,Broadway @ Springvale Ave,LYNN,163,434,34,42.4837108394751,-70.9584743474343
4870,Salem St @ Sunbeam Ln,SWAMPSCOTT,291,448,35,42.4837686797571,-70.8988375977119
4872,1000 Paradise Rd,SWAMPSCOTT,291,448,36,42.4837958767962,-70.9004332075162
7259,Broadway @ Magnolia Ave,LYNN,163,434,101,42.4838263958379,-70.9584213862167
6127,Essex St @ Shopping Center,SWAMPSCOTT,291,459,31,42.4838697552328,-70.9076470922845
7214,President St @ Western Ave,LYNN,163,424,33,42.4839830300549,-70.9424643416963
59837,Pine St opp Floyd St,WOBURN,347,354,35,42.4843297222917,-71.1243907670174
49905,Pine St @ Floyd St,WOBURN,347,354,48,42.484389265022,-71.1246575347315
4859,Humphrey St  @ Ruby Ave,MARBLEHEAD,168,448,25,42.4845580723887,-70.886914340606
7292,Broadway @ Richardson Rd,LYNN,163,434,33,42.4846135891028,-70.9597402721693
49906,Pine St @ Montvale Rd,WOBURN,347,354,49,42.484619220967,-71.1256303095602
49837,Pine St @ Orange St,WOBURN,347,354,34,42.4847002235364,-71.1259590873269
7260,Broadway opp Richardson Rd,LYNN,163,434,102,42.48477149831,-70.9597318674157
16126,1000 Loring Ave,SALEM,258,459,30,42.4850971290134,-70.9037166919624
16156,Opp 1000 Loring Ave,SALEM,258,459,142,42.4851063243405,-70.9036557874496
49829,45 Bow St,WOBURN,347,354,26,42.4852996007586,-71.1408365303455
6126,Loring Ave @ Vinnin St,SALEM,258,459,29,42.4853414389326,-70.9024423975762
8241,Cambridge St @ Wayside Rd,BURLINGTON,48,354,3,42.4855815390226,-71.1901261481114
7359,Lynnfield St @ Floyd Ave,LYNN,163,434,32,42.4857311367037,-70.9619638870883
49836,Pine St opp Felton St,WOBURN,347,354,33,42.4857381034744,-71.1279844845307
6157,Loring Ave @ Vinnin St,SALEM,258,459,143,42.4857712584005,-70.9017024411023
4858,Humphrey St @ Tufts St,MARBLEHEAD,168,448,24,42.4859359349854,-70.8852734269456
7321,Lynnfield St opp Severance St,LYNN,163,434,104,42.4863492936294,-70.9634422230644
4857,Humphrey St @ Clifton Ave,MARBLEHEAD,168,448,23,42.486424978521,-70.8844662638848
7358,Lynnfield St @ Severance St,LYNN,163,434,31,42.4864468433748,-70.9636378002834
49835,Pine St opp Dale St,WOBURN,347,354,32,42.4866089442949,-71.1288081739872
6125,Loring Ave @ Cedar Ave,SALEM,258,459,28,42.4869685608095,-70.9001759591551
4853,Humphrey St @ Palmer Rd,MARBLEHEAD,168,448,22,42.4871901329425,-70.8832843034049
7357,Lynnfield St @ Averill St,LYNN,163,434,30,42.4871921659308,-70.9646549293718
6158,Loring Ave @ Maple Ave,SALEM,258,459,144,42.4872104586406,-70.8999495786745
49830,Bow St @ Salem St,WOBURN,347,354,27,42.4872362311179,-71.140949293049
49831,Salem St @ Hilltop Terr,WOBURN,347,354,28,42.4873578016702,-71.1390784509703
49911,Salem St @ Sedgewick Pk,WOBURN,347,354,55,42.4873839544802,-71.1386642715886
4852,Humphrey St @ Charlotte Rd,MARBLEHEAD,168,448,21,42.4875983440452,-70.8826371040197
49832,Salem St @ Wood St,WOBURN,347,354,29,42.4876934351693,-71.1358532194052
7492,Main St @ Harmon Rd,SAUGUS,262,428,2,42.4878152104817,-71.0468147453859
49910,Salem St @ Wildwood Ave,WOBURN,347,354,54,42.4878502129657,-71.1354128759029
49834,23 Pine St opp Montvale Rd,WOBURN,347,354,31,42.487997478564,-71.1301676955444
7356,126 Lynnfield St,LYNN,163,434,29,42.4881606776538,-70.9655775877078
6159,Loring Ave @ Chandler Rd,SALEM,258,459,145,42.4883638812637,-70.8985468264855
6124,Loring Ave @ Intervale Rd,SALEM,258,459,27,42.4887283300082,-70.8981114971691
6160,Opp 494 Loring Ave,SALEM,258,459,146,42.4890186037278,-70.8977552520266
49909,6 Pine St opp Walnut Hill Pk,WOBURN,347,354,53,42.4890716878588,-71.132133056121
49833,Pine St @ Walnut Hill Pk,WOBURN,347,354,30,42.4890945640542,-71.1317202998962
4851,Humphrey St opp Glendale Rd,MARBLEHEAD,168,448,20,42.4892288952358,-70.8801306701472
7355,155 Lynnfield St,LYNN,163,434,28,42.4892778641278,-70.9679098619525
17354,Lynnfield St @ St Marys Cemetery,LYNN,163,434,27,42.4898017011118,-70.9690088489713
6123,446 Loring Ave,SALEM,258,459,26,42.4900083302554,-70.8965536789154
4850,Humphrey St opp Sevinor Rd,MARBLEHEAD,168,448,19,42.4904184482107,-70.8771776924196
6122,Loring Ave @ Riverview St,SALEM,258,459,25,42.4912157941432,-70.8950460955645
4849,Humphrey St @ Birch St,MARBLEHEAD,168,448,18,42.4912303410363,-70.8757129164809
7326,Lynnfield St opp Great Woods Rd,LYNN,163,434,107,42.4912400283381,-70.9717345010944
7354,Lynnfield St @ Great Woods Rd,LYNN,163,434,26,42.4913562171598,-70.9719186555638
8240,Cambridge St @ Burlington Mall Rd,BURLINGTON,48,352,14,42.491599529123,-71.1933028812195
6121,Loring Ave opp Leggs Hill Rd,SALEM,258,459,24,42.4920972920636,-70.8934013179391
6163,Loring Ave @ Leggs Hill Rd,SALEM,258,459,149,42.4921506422396,-70.8932745945167
4848,Humphrey St @ Laurel St,MARBLEHEAD,168,448,17,42.4921895427157,-70.873853367888
1692,76 Cambridge St,BURLINGTON,48,352,19,42.4923661606869,-71.1937292580407
7353,Lynnfield St @ Verdmont Ave,LYNN,163,434,25,42.4926658019462,-70.9718654859669
7327,Lynnfield St @ Kernwood Dr,LYNN,163,434,108,42.4928658669254,-70.9718072668211
41692,82 Cambridge St,BURLINGTON,48,352,20,42.4937324408225,-71.1942827491578
6164,Loring Ave @ Lincoln Rd,SALEM,258,459,150,42.4938335655088,-70.8929501091644
4847,Humphrey St @ Lafayette St,MARBLEHEAD,168,448,16,42.4938676424845,-70.8701991552373
18239,Cambridge St @ Arlington Rd,BURLINGTON,48,352,13,42.4938899901491,-71.1943412297264
6120,Loring Ave opp Lincoln Rd,SALEM,258,459,23,42.4939704003805,-70.893153694526
7328,Lynnfield St opp Trevett Ave,LYNN,163,434,109,42.4945112415285,-70.9709703805623
4846,Pleasant St @ Baldwin Rd,MARBLEHEAD,168,448,15,42.4945462192463,-70.8675802862226
7352,Lynnfield St @ Trevett Ave,LYNN,163,434,24,42.4947166313639,-70.970903600335
4845,Pleasant St @ Devereux Terr,MARBLEHEAD,168,448,14,42.4952021957236,-70.8645956927142
74910,Farm St @ Nahant St - Wakefield HS,WAKEFIELD,305,428,1,42.49553641993,-71.0522988839251
74910,Farm St @ Nahant St - Wakefield HS,WAKEFIELD,305,428,120,42.49553741993,-71.0522988839251
6119,Loring Ave @ Pickman Rd,SALEM,258,459,22,42.4956565289727,-70.8950744358962
6165,Loring Ave @ Grant Rd,SALEM,258,459,151,42.4959780201091,-70.8951131745746
4844,Pleasant St @ Maverick St,MARBLEHEAD,168,448,13,42.4962261522969,-70.8626398617759
8239,99 Cambridge St,BURLINGTON,48,352,12,42.4966576526103,-71.1943961744535
16118,Loring Ave @ Station Rd,SALEM,258,459,21,42.4973647815411,-70.8949654056159
4843,Pleasant St opp Gerry St,MARBLEHEAD,168,448,12,42.4975570652848,-70.860948313053
7330,Lynnfield St @ Woodale Rd,LYNN,163,434,110,42.4978052329409,-70.9710024628137
41693,Cambridge St @ Rita Ave,BURLINGTON,48,352,21,42.4978503416166,-71.194132243706
7350,Lynnfield St @ Allston St,LYNN,163,434,23,42.4978889361994,-70.9712065499865
6167,Loring Ave @ Sumner Rd,SALEM,258,459,153,42.4981913968442,-70.8949752512666
6118,Loring Ave @ Sumner Rd,SALEM,258,459,20,42.4983569670393,-70.8950837614741
7331,Lynnfield St opp Lebel Rd,LYNN,163,434,111,42.4986022789974,-70.9729810872674
7349,Lynnfield St @ Lebel Rd,LYNN,163,434,22,42.4986848432072,-70.9731902367261
8238,Cambridge St @ Anna Rd,BURLINGTON,48,352,11,42.4987390927897,-71.1940301903518
41694,Cambridge St @ Edwards Rd,BURLINGTON,48,352,22,42.499232673049,-71.194086197122
6168,Loring Ave opp Jefferson Ave,SALEM,258,459,154,42.4999104671223,-70.8958677286702
6117,Loring Ave @ Jefferson Ave,SALEM,258,459,19,42.5000625415303,-70.8959620184461
7332,Lynnfield St @ Harris Rd,LYNN,163,434,112,42.500099083356,-70.9759932085271
4841,Pleasant St @ Bessom St,MARBLEHEAD,168,448,11,42.5001639838294,-70.8588325553794
7348,Lynnfield St opp Harris Rd,LYNN,163,434,21,42.5002054936522,-70.9761906743824
8237,Cambridge St opp Birchcrest St,BURLINGTON,48,352,10,42.5006362297117,-71.194626975423
1693,Cambridge St @ Birchcrest St,BURLINGTON,48,352,23,42.5011809155886,-71.1948443627735
4840,Pleasant St @ Anderson St,MARBLEHEAD,168,448,10,42.5011818710656,-70.8575618806237
7333,475 Lynnfield St,LYNN,163,434,113,42.501336556488,-70.9779635442432
6116,Loring Ave opp Raymond Rd,SALEM,258,459,18,42.5017134425456,-70.8950329220562
1694,Cambridge St @ Cedarwood Ln,BURLINGTON,48,352,24,42.5017594792383,-71.1950831756065
8236,127 Cambridge St opp Cedarwood Ln,BURLINGTON,48,352,9,42.5018737343055,-71.1951282521202
17347,Lynnfield St @ Union Hospital,LYNN,163,434,20,42.5023773406899,-70.979438649685
6170,Loring Ave @ Rainbow Terr,SALEM,258,459,156,42.5026740878957,-70.8935988747306
6115,Loring Ave opp Rainbow Terr,SALEM,258,459,17,42.5027926269864,-70.8934179580832
4839,Pleasant St @ Spring St,MARBLEHEAD,168,448,9,42.5027995817617,-70.8555700825975
7346,Lynnfield St @ Dartmouth St,LYNN,163,434,19,42.5029501357052,-70.9800054417979
7335,Lynnfield St opp Stocker Ave,LYNN,163,434,115,42.5035542040455,-70.9803283921837
7345,Lynnfield St @ Gallo Rd,LYNN,163,434,18,42.5047092856464,-70.9810625898516
16170,Loring Ave @ Salem State University,SALEM,258,459,157,42.5047372967148,-70.8912491780818
7336,Lynnfield St opp Gallo Rd,LYNN,163,434,116,42.504771210611,-70.9811422734129
1695,Cambridge St @ Bedford St,BURLINGTON,48,352,25,42.5048763040224,-71.1958536436911
6114,Loring Ave @ Linden St,SALEM,258,459,16,42.504895246659,-70.8911352182309
4838,Elm St @ Creesy St,MARBLEHEAD,168,448,8,42.5050477555453,-70.854963206204
8235,Cambridge St @ Bedford St,BURLINGTON,48,352,8,42.5050612355007,-71.1958566872554
6171,Opp 352 Lafayette St,SALEM,258,459,158,42.5054661125652,-70.8907487415284
4835,Washington St @ State St,MARBLEHEAD,168,448,4,42.5055212148251,-70.8492183055946
4836,27 Mugford St,MARBLEHEAD,168,448,5,42.5055525810986,-70.8503730749118
6113,Lafayette St @ Loring Ave,SALEM,258,459,15,42.5056438414546,-70.8908231052247
4837,Elm St @ Harris St,MARBLEHEAD,168,448,7,42.5057041961495,-70.8527914942752
7337,Lynnfield St @ Tuscan Rd,LYNN,163,434,117,42.5059115132307,-70.9827721912763
7344,Lynnfield St @ Regina Rd,LYNN,163,434,17,42.5061119340889,-70.9830668081887
14836,Elm St @ Mugford St,MARBLEHEAD,168,448,6,42.5062322467563,-70.8519756099426
4834,Washington St @ Pearl St,MARBLEHEAD,168,448,3,42.5063029453289,-70.8482379498475
1696,Cambridge St @ Olympian Ave,BURLINGTON,48,352,26,42.5063462554579,-71.1957497953737
6112,Lafayette St @ Forest Ave,SALEM,258,459,14,42.5068724287304,-70.8910537052562
4807,7 Franklin St @ Fire House,MARBLEHEAD,168,448,1,42.5076723376061,-70.8453292031398
4832,Franklin St opp Fire House,MARBLEHEAD,168,448,2,42.5076982295433,-70.8454064306509
7338,715 Lynnfield St,LYNN,163,434,118,42.5078643934342,-70.9856299077258
7343,724 Lynnfield St,LYNN,163,434,16,42.5079786977092,-70.9857979697357
6111,Lafayette St @ Ocean Ave,SALEM,258,459,13,42.5081907140068,-70.8912941518158
7339,Lynnfield St @ Cobb Ln,LYNN,163,434,119,42.5090404244954,-70.9875349927773
7342,Lynnfield St @ Bradford Rd,LYNN,163,434,15,42.5091518453415,-70.9877424148816
6175,Lafayette St @ Willow Ave,SALEM,258,459,161,42.5095536021142,-70.8915508168973
6110,Lafayette St @ Laurel St,SALEM,258,459,12,42.5097321803747,-70.891584630672
8234,Cambridge St @ Church Ln,BURLINGTON,48,352,7,42.5097716964493,-71.1987919840944
1697,Cambridge St @ Winn St,BURLINGTON,48,352,27,42.5099956944661,-71.199197950713
7340,Lynnfield St opp Lookout Terr,LYNN,163,434,120,42.5101152635449,-70.9895420884635
7341,Lynnfield St @ Lookout Terr,LYNN,163,434,14,42.5102220172546,-70.9897305695427
8233,Cambridge St @ Terry Ave,BURLINGTON,48,352,6,42.5107020422641,-71.2005766009801
6176,Lafayette St @ Leach St,SALEM,258,459,162,42.5110328959916,-70.8918333446259
6109,Lafayette St @ Holly St,SALEM,258,459,11,42.5112166522264,-70.8918689974003
73411,Lynnfield St @ Salem St Goodwins Circle,LYNN,163,434,13,42.5117114003184,-70.9922086448794
4595,Lynnfield St opp Crestview Pk,PEABODY,229,434,12,42.5118544148649,-70.986825828894
4569,Lynnfield St @ Crestview Pk,PEABODY,229,434,122,42.5118879063274,-70.9870341808732
1698,Cambridge St @ Skilton Ln,BURLINGTON,48,352,29,42.5124580414173,-71.2020771404593
14594,Lynnfierld St @ Ralph Rd,PEABODY,229,434,123,42.5124690627076,-70.9827420506703
8232,Cambridge St opp Skilton Ln,BURLINGTON,48,352,5,42.5126158321207,-71.2021720352332
6108,Lafayette St @ Hancock St,SALEM,258,459,10,42.5127096148338,-70.8921465153514
4594,Lynnfield St opp Bartholomew St,PEABODY,229,434,11,42.5129515342098,-70.980764554824
6107,Lafayette St @ Gardner St,SALEM,258,459,9,42.5135663009234,-70.8923111510808
16177,Lafayette @ Leavitt St,SALEM,258,459,164,42.5144466022563,-70.8924692762153
1699,Cambridge St @ Pontos Ave,BURLINGTON,48,352,30,42.5149565186366,-71.2050330187595
6100,Leavitt St @ Congress St,SALEM,258,459,165,42.5150181466623,-70.8893366893281
8231,Cambridge St @ Great Pines Ave,BURLINGTON,48,352,4,42.5150896239912,-71.2053343554698
6106,Lafayette St @ Cedar St,SALEM,258,459,8,42.5151918103339,-70.8926151521483
14572,Lynnfield St @ Honey Ln,PEABODY,229,434,126,42.5159247554617,-70.971940433168
4593,259 Lynnfield St,PEABODY,229,434,10,42.5161947424045,-70.9743130961249
8230,Cambridge St opp Chestnut Ave,BURLINGTON,48,352,3,42.5164374855015,-71.207485586023
24940,149 Lynnfield St,PEABODY,229,434,9,42.5166057728415,-70.9590562921273
14940,79 Lynnfield St opp Norfolk Ave,PEABODY,229,434,8,42.5166728939856,-70.9510617151982
6104,Lafayette St @ Harbor St,SALEM,258,459,7,42.5174916638161,-70.8930297104991
16102,Congress St opp Shetland Pk,SALEM,258,459,6,42.5177869542036,-70.889355239171
4940,Washington St opp Granite St,PEABODY,229,434,7,42.5182918048699,-70.9428040366785
8229,Cambridge St opp Wilmington Rd,BURLINGTON,48,352,2,42.5183601937541,-71.2099801595498
6103,New Derby St opp Klop Alley,SALEM,258,459,3,42.5194910902852,-70.8940957943322
17150,Derby St @ Lafayette St,SALEM,258,459,168,42.519535223728,-70.8932327386868
7153,Derby St @ Lafayette St,SALEM,258,459,4,42.5195758316062,-70.8930970159644
6902,Chestnut Ave @ Cambridge St,BURLINGTON,48,352,1,42.5196575236254,-71.2116311065775
6902,Chestnut Ave @ Cambridge St,BURLINGTON,48,352,32,42.5196585236254,-71.2116311065775
4562,Washington St @ New Derby St,SALEM,258,459,170,42.5198974016931,-70.8954014714816
4939,Washington St @ Allens Ln,PEABODY,229,434,6,42.5200656789944,-70.9391087538676
4925,Washington St @ Hingston St,PEABODY,229,434,128,42.520187852223,-70.9388327957871
4937,Washington St @ Lowe St,PEABODY,229,434,3,42.5202997248933,-70.9306637996263
4926,Washington St @ Bresnahan St,PEABODY,229,434,130,42.5202997339449,-70.9308496288603
7154,Congress St @ Derby St,SALEM,258,459,5,42.5205174351021,-70.8900551301829
7155,Congress St @ Derby St,SALEM,258,459,167,42.5205873039026,-70.8900774441566
14937,Washington St opp Dustin St,PEABODY,229,434,4,42.5208120029137,-70.9338007696634
14925,Washington St @ Blaney Ave,PEABODY,229,434,129,42.5208492045278,-70.9348105874518
4938,Washington St opp Blaney St,PEABODY,229,434,5,42.5208605984959,-70.9351461089486
14936,Washington St @ Lincoln Pl,PEABODY,229,434,2,42.5211879187356,-70.9265249481041
4927,Washington St @ Aborn St,PEABODY,229,434,131,42.5212892800122,-70.9262018951151
4453,North St opp Lynde St,SALEM,258,459,2,42.5225938716808,-70.8987779407332
4563,Washington St @ Federal St,SALEM,258,459,171,42.523142278424,-70.8958484232809
4928,Washington St @ Main St,PEABODY,229,434,132,42.5234579609663,-70.9236994122875
4936,Washington St @ Main St,PEABODY,229,434,1,42.5238617531476,-70.9233297381805
37150,Salem Commuter Rail Station,SALEM,258,459,1,42.5244707315618,-70.8960804161466
37150,Salem Commuter Rail Station,SALEM,258,459,172,42.5244717315618,-70.8960804161466
